model_name,seed,metric,preprocess_mode,task_mode,pooling,n_per_color,run_n_per_color,n_stored_per_color,square_size,ident_noise_std,ident_max_shift,color_only_jitter_std,layer,ident_accuracy,ident_avg_target_sim,ident_avg_best_wrong_sim,ident_avg_margin,gen_accuracy,gen_avg_target_sim,gen_avg_best_wrong_sim,gen_avg_margin,avg_margin
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,2,56,5.0,2,8.0,layer_11,25.0,0.922240267197291,0.9289499471584955,-0.006709679961204529,93.33333333333333,0.9998059570789337,0.9994629989067714,0.00034295817216237385,-0.0031833608945210775
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,2,56,5.0,2,8.0,layer_6,25.0,0.8631170491377512,0.8671525667111079,-0.004035517573356628,91.66666666666666,0.9997652401526769,0.9994355142116547,0.00032972594102223713,-0.0018528958161671957
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,4,56,5.0,2,8.0,layer_0,20.833333333333336,0.944759247203668,0.9448356206218401,-7.637341817220052e-05,89.58333333333334,0.9999931069711844,0.9999837639431158,9.34302806854248e-06,-3.351519505182902e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,4,56,5.0,2,8.0,layer_11,12.5,0.9238242978851,0.9308579216400782,-0.00703362375497818,83.33333333333334,0.9998750177522501,0.9997438887755076,0.00013112897674242655,-0.0034512473891178765
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,4,56,5.0,2,8.0,layer_6,12.5,0.8660646776358286,0.8699384654561678,-0.003873787820339203,85.41666666666666,0.9998196735978127,0.9997050128877163,0.00011466071009635925,-0.0018795635551214218
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,6,56,5.0,2,8.0,layer_0,11.11111111111111,0.9447741972075568,0.944882815082868,-0.00010861787531110976,86.11111111111111,0.9999939964877235,0.9999891105625365,4.8859251870049374e-06,-5.186597506205241e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,6,56,5.0,2,8.0,layer_11,8.333333333333332,0.9235158562660217,0.9308504197332594,-0.007334563467237685,83.33333333333334,0.9998899781041675,0.9998466008239322,4.337728023529053e-05,-0.003645593093501197
vit_base_patch16_224,0,cosine,l2_only,color_only,cls,12,12,6,56,5.0,2,8.0,layer_6,8.333333333333332,0.8651604056358337,0.8690744903352525,-0.003914084699418809,77.77777777777779,0.999816389547454,0.9997382428910997,7.814665635426839e-05,-0.0019179690215322704
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,0.0,0,8.0,layer_0,100.0,1.0000000496705372,0.9999756018320719,2.4447838465372722e-05,90.0,0.9999860157569249,0.9999664783477783,1.9537409146626792e-05,2.1992623805999757e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,0.0,0,8.0,layer_11,100.0,1.0000000596046448,0.9995760718981425,0.00042398770650227863,93.33333333333333,0.9998059570789337,0.9994629989067714,0.00034295817216237385,0.00038347293933232627
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,0.0,0,8.0,layer_6,100.0,1.0000000198682149,0.9996037483215332,0.000396271546681722,91.66666666666666,0.9997652401526769,0.9994355142116547,0.00032972594102223713,0.0003629987438519796
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,0.0,0,8.0,layer_0,100.0,1.0000000496705372,0.9999850392341614,1.5010436375935873e-05,89.58333333333334,0.9999931069711844,0.9999837639431158,9.34302806854248e-06,1.2176732222239178e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,0.0,0,8.0,layer_11,100.0,1.0000000596046448,0.9998058949907621,0.0001941646138827006,83.33333333333334,0.9998750177522501,0.9997438887755076,0.00013112897674242655,0.00016264679531256357
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,0.0,0,8.0,layer_6,100.0,1.0000000248352687,0.9998025645812353,0.00019746025403340658,85.41666666666666,0.9998196735978127,0.9997050128877163,0.00011466071009635925,0.00015606048206488293
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,0.0,0,8.0,layer_0,100.0,1.00000003973643,0.9999915957450867,8.443991343180338e-06,86.11111111111111,0.9999939964877235,0.9999891105625365,4.8859251870049374e-06,6.664958265092638e-06
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,0.0,0,8.0,layer_11,100.0,1.0000000562932756,0.9999105847544141,8.94715388615926e-05,83.33333333333334,0.9998899781041675,0.9998466008239322,4.337728023529053e-05,6.642440954844156e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,0.0,0,8.0,layer_6,100.0,1.0000000298023224,0.9998832825157378,0.00011674728658464219,77.77777777777779,0.999816389547454,0.9997382428910997,7.814665635426839e-05,9.744697146945528e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,0.0,2,8.0,layer_0,83.33333333333334,0.9996198366085688,0.9995916883150736,2.8148293495178223e-05,90.0,0.9999860157569249,0.9999664783477783,1.9537409146626792e-05,2.3842851320902506e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,0.0,2,8.0,layer_11,58.333333333333336,0.9959356337785721,0.9958500415086746,8.559226989746094e-05,93.33333333333333,0.9998059570789337,0.9994629989067714,0.00034295817216237385,0.0002142752210299174
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,0.0,2,8.0,layer_6,50.0,0.9935600012540817,0.9936315168937048,-7.151563962300618e-05,91.66666666666666,0.9997652401526769,0.9994355142116547,0.00032972594102223713,0.00012910515069961548
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,0.0,2,8.0,layer_0,79.16666666666666,0.9996522143483162,0.9996378471453985,1.4367202917734781e-05,89.58333333333334,0.9999931069711844,0.9999837639431158,9.34302806854248e-06,1.185511549313863e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,0.0,2,8.0,layer_11,54.166666666666664,0.9963327075044314,0.9965360686182976,-0.00020336111386617026,83.33333333333334,0.9998750177522501,0.9997438887755076,0.00013112897674242655,-3.6116068561871856e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,0.0,2,8.0,layer_6,37.5,0.9940223271648089,0.9942668303847313,-0.0002445032199223836,85.41666666666666,0.9998196735978127,0.9997050128877163,0.00011466071009635925,-6.492125491301218e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,0.0,2,8.0,layer_0,72.22222222222221,0.999639458126492,0.9996322393417358,7.2187847561306425e-06,86.11111111111111,0.9999939964877235,0.9999891105625365,4.8859251870049374e-06,6.05235497156779e-06
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,0.0,2,8.0,layer_11,36.11111111111111,0.9962447219424777,0.9965011659595702,-0.0002564440170923869,83.33333333333334,0.9998899781041675,0.9998466008239322,4.337728023529053e-05,-0.00010653336842854819
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,0.0,2,8.0,layer_6,27.77777777777778,0.9937920951180987,0.994149410062366,-0.00035731494426727295,77.77777777777779,0.999816389547454,0.9997382428910997,7.814665635426839e-05,-0.0001395841439565023
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,0,8.0,layer_0,50.0,0.9425563315550486,0.9425645371278127,-8.205572764078775e-06,90.0,0.9999860157569249,0.9999664783477783,1.9537409146626792e-05,5.665918191274008e-06
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,0,8.0,layer_11,8.333333333333332,0.9269648939371109,0.9331120252609253,-0.006147131323814392,93.33333333333333,0.9998059570789337,0.9994629989067714,0.00034295817216237385,-0.002902086575826009
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,0,8.0,layer_6,25.0,0.8699657817681631,0.8723264882961909,-0.0023607065280278525,91.66666666666666,0.9997652401526769,0.9994355142116547,0.00032972594102223713,-0.0010154902935028077
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,0,8.0,layer_0,29.166666666666668,0.9428375114997228,0.9429187724987665,-8.126099904378255e-05,89.58333333333334,0.9999931069711844,0.9999837639431158,9.34302806854248e-06,-3.5958985487620034e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,0,8.0,layer_11,4.166666666666666,0.9271516799926758,0.9340231964985529,-0.006871516505877177,83.33333333333334,0.9998750177522501,0.9997438887755076,0.00013112897674242655,-0.003370193764567375
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,0,8.0,layer_6,20.833333333333336,0.8721682205796242,0.8745695749918619,-0.002401354412237803,85.41666666666666,0.9998196735978127,0.9997050128877163,0.00011466071009635925,-0.0011433468510707219
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,0,8.0,layer_0,19.444444444444446,0.9428209231959449,0.9429310543669595,-0.00011013117101457383,86.11111111111111,0.9999939964877235,0.9999891105625365,4.8859251870049374e-06,-5.262262291378445e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,0,8.0,layer_11,2.7777777777777777,0.9270722799830966,0.9343671186102761,-0.007294838627179463,83.33333333333334,0.9998899781041675,0.9998466008239322,4.337728023529053e-05,-0.0036257306734720864
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,0,8.0,layer_6,11.11111111111111,0.8717436922921075,0.8742929266558753,-0.0025492343637678358,77.77777777777779,0.999816389547454,0.9997382428910997,7.814665635426839e-05,-0.0012355438537067836
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,2,8.0,layer_0,41.66666666666667,0.944789876540502,0.94477412601312,1.5750527381896973e-05,90.0,0.9999860157569249,0.9999664783477783,1.9537409146626792e-05,1.764396826426188e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,2,8.0,layer_11,25.0,0.922240267197291,0.9289499471584955,-0.006709679961204529,93.33333333333333,0.9998059570789337,0.9994629989067714,0.00034295817216237385,-0.0031833608945210775
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,2,56,5.0,2,8.0,layer_6,25.0,0.8631170491377512,0.8671525667111079,-0.004035517573356628,91.66666666666666,0.9997652401526769,0.9994355142116547,0.00032972594102223713,-0.0018528958161671957
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,2,8.0,layer_0,20.833333333333336,0.944759247203668,0.9448356206218401,-7.637341817220052e-05,89.58333333333334,0.9999931069711844,0.9999837639431158,9.34302806854248e-06,-3.351519505182902e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,2,8.0,layer_11,12.5,0.9238242978851,0.9308579216400782,-0.00703362375497818,83.33333333333334,0.9998750177522501,0.9997438887755076,0.00013112897674242655,-0.0034512473891178765
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,4,56,5.0,2,8.0,layer_6,12.5,0.8660646776358286,0.8699384654561678,-0.003873787820339203,85.41666666666666,0.9998196735978127,0.9997050128877163,0.00011466071009635925,-0.0018795635551214218
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,2,8.0,layer_0,11.11111111111111,0.9447741972075568,0.944882815082868,-0.00010861787531110976,86.11111111111111,0.9999939964877235,0.9999891105625365,4.8859251870049374e-06,-5.186597506205241e-05
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,2,8.0,layer_11,8.333333333333332,0.9235158562660217,0.9308504197332594,-0.007334563467237685,83.33333333333334,0.9998899781041675,0.9998466008239322,4.337728023529053e-05,-0.003645593093501197
vit_base_patch16_224,0,cosine,l2_only,color_only,mean_tokens,12,12,6,56,5.0,2,8.0,layer_6,8.333333333333332,0.8651604056358337,0.8690744903352525,-0.003914084699418809,77.77777777777779,0.999816389547454,0.9997382428910997,7.814665635426839e-05,-0.0019179690215322704
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,0.0,0,0.0,layer_0,100.0,1.0000000596046448,0.9993148446083069,0.0006852149963378906,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.00043914147785731724
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,0.0,0,0.0,layer_11,100.0,1.0,0.9702085852622986,0.029791414737701416,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.015295737981796264
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,0.0,0,0.0,layer_6,100.0,1.0000000596046448,0.9657242894172668,0.03427577018737793,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.017424879329545156
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,0.0,0,0.0,layer_0,100.0,1.0000000298023224,0.9994332492351532,0.0005667805671691895,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00030778129311168897
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,0.0,0,0.0,layer_11,100.0,1.0000000298023224,0.9904516041278839,0.009548425674438477,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.0005096832618993871
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,0.0,0,0.0,layer_6,100.0,1.0000000596046448,0.9847540855407715,0.015245974063873291,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,0.001073768471970278
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,0.0,0,0.0,layer_0,100.0,1.00000003973643,0.9993661542733511,0.0006338854630788168,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.000313368710604581
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,0.0,0,0.0,layer_11,100.0,1.00000003973643,0.9926039079825083,0.007396131753921509,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.002672915657361348
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,0.0,0,0.0,layer_6,100.0,1.0000000596046448,0.9875613550345103,0.012438704570134481,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.0006583441387523299
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,0.0,2,0.0,layer_0,100.0,0.9998137950897217,0.9993439018726349,0.000469893217086792,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.0003314805882317679
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,0.0,2,0.0,layer_11,100.0,0.98937126994133,0.9658212065696716,0.023550063371658325,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.012175062298774719
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,0.0,2,0.0,layer_6,100.0,0.9847328960895538,0.948770135641098,0.03596276044845581,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.018268374460084096
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,0.0,2,0.0,layer_0,100.0,0.9998781979084015,0.9995508044958115,0.00032739341259002686,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00018808771582210765
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,0.0,2,0.0,layer_11,75.0,0.9902418851852417,0.9853280037641525,0.004913881421089172,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.002826955388574039
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,0.0,2,0.0,layer_6,100.0,0.9845914989709854,0.9775874763727188,0.0070040225982666016,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,-0.0030472072608330666
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,0.0,2,0.0,layer_0,100.0,0.9998339811960856,0.9994798898696899,0.0003540913263956706,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.0001734716422630079
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,0.0,2,0.0,layer_11,66.66666666666666,0.9926108121871948,0.9899042646090189,0.0027065475781758628,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.005017707745234171
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,0.0,2,0.0,layer_6,100.0,0.9882539113362631,0.9828719993432363,0.005381911993026733,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.004186740427306204
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,0,0.0,layer_0,100.0,0.9398709833621979,0.9392127394676208,0.0006582438945770264,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.0004256559269768851
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,0,0.0,layer_11,100.0,0.9045529961585999,0.8847457468509674,0.019807249307632446,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.01030365526676178
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,0,0.0,layer_6,100.0,0.851326584815979,0.8281688392162323,0.023157745599746704,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.011865867035729545
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,0,0.0,layer_0,75.0,0.9412814825773239,0.9408525824546814,0.0004289001226425171,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00023884107084835276
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,0,0.0,layer_11,50.0,0.9052944183349609,0.9044263362884521,0.0008680820465087891,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.004849855075864231
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,0,0.0,layer_6,50.0,0.8506268411874771,0.8452402800321579,0.005386561155319214,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,-0.0038559379823067605
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,0,0.0,layer_0,83.33333333333334,0.9417064189910889,0.9412676692008972,0.0004387497901916504,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.0002158008741609978
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,0,0.0,layer_11,33.33333333333333,0.9059987763563792,0.9070763985315958,-0.0010776221752166748,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.00690979262193044
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,0,0.0,layer_6,50.0,0.8505645394325256,0.8505983054637909,-3.376603126525879e-05,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.0068945794394522
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,2,0.0,layer_0,100.0,0.9392099976539612,0.9387286305427551,0.0004813671112060547,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.00033721753529139927
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,2,0.0,layer_11,50.0,0.9079826772212982,0.8999420404434204,0.008040636777877808,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.00442034900188446
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,2,56,5.0,2,0.0,layer_6,50.0,0.8450804352760315,0.8287535607814789,0.016326874494552612,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.008450431483132499
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,2,0.0,layer_0,75.0,0.9402306079864502,0.9399094134569168,0.00032119452953338623,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00018498827429378733
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,2,0.0,layer_11,25.0,0.9010843634605408,0.9069725871086121,-0.005888223648071289,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.00822800792315427
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,4,56,5.0,2,0.0,layer_6,25.0,0.8345299661159515,0.8382485657930374,-0.0037185996770858765,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,-0.008408518398509306
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,2,0.0,layer_0,83.33333333333334,0.9407708048820496,0.9404115080833435,0.0003592967987060547,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.00017607437841819996
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,2,0.0,layer_11,16.666666666666664,0.9019717276096344,0.9076269368330637,-0.005655209223429362,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.009198586146036783
vit_base_patch16_224,0,cosine,l2_only,position_only,cls,12,72,6,56,5.0,2,0.0,layer_6,33.33333333333333,0.8384273846944174,0.8435202836990356,-0.005092899004618327,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.009424145926128735
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,0.0,0,0.0,layer_0,100.0,1.0000000596046448,0.9993148446083069,0.0006852149963378906,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.00043914147785731724
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,0.0,0,0.0,layer_11,100.0,1.0,0.9702085852622986,0.029791414737701416,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.015295737981796264
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,0.0,0,0.0,layer_6,100.0,1.0000000596046448,0.9657242894172668,0.03427577018737793,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.017424879329545156
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,0.0,0,0.0,layer_0,100.0,1.0000000298023224,0.9994332492351532,0.0005667805671691895,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00030778129311168897
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,0.0,0,0.0,layer_11,100.0,1.0000000298023224,0.9904516041278839,0.009548425674438477,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.0005096832618993871
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,0.0,0,0.0,layer_6,100.0,1.0000000596046448,0.9847540855407715,0.015245974063873291,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,0.001073768471970278
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,0.0,0,0.0,layer_0,100.0,1.00000003973643,0.9993661542733511,0.0006338854630788168,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.000313368710604581
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,0.0,0,0.0,layer_11,100.0,1.00000003973643,0.9926039079825083,0.007396131753921509,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.002672915657361348
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,0.0,0,0.0,layer_6,100.0,1.0000000596046448,0.9875613550345103,0.012438704570134481,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.0006583441387523299
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,0.0,2,0.0,layer_0,100.0,0.9998137950897217,0.9993439018726349,0.000469893217086792,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.0003314805882317679
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,0.0,2,0.0,layer_11,100.0,0.98937126994133,0.9658212065696716,0.023550063371658325,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.012175062298774719
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,0.0,2,0.0,layer_6,100.0,0.9847328960895538,0.948770135641098,0.03596276044845581,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.018268374460084096
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,0.0,2,0.0,layer_0,100.0,0.9998781979084015,0.9995508044958115,0.00032739341259002686,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00018808771582210765
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,0.0,2,0.0,layer_11,75.0,0.9902418851852417,0.9853280037641525,0.004913881421089172,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.002826955388574039
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,0.0,2,0.0,layer_6,100.0,0.9845914989709854,0.9775874763727188,0.0070040225982666016,35.294117647058826,0.9691538381225923,0.982252275242525,-0.013098437119932735,-0.0030472072608330666
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,0.0,2,0.0,layer_0,100.0,0.9998339811960856,0.9994798898696899,0.0003540913263956706,51.515151515151516,0.9993782449852336,0.9993853930271033,-7.1480418696548e-06,0.0001734716422630079
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,0.0,2,0.0,layer_11,66.66666666666666,0.9926108121871948,0.9899042646090189,0.0027065475781758628,31.818181818181817,0.978794274005023,0.9915362370736671,-0.012741963068644205,-0.005017707745234171
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,6,56,0.0,2,0.0,layer_6,100.0,0.9882539113362631,0.9828719993432363,0.005381911993026733,33.33333333333333,0.9697478684512052,0.9835032612988444,-0.013755392847639141,-0.004186740427306204
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,0,0.0,layer_0,100.0,0.9398709833621979,0.9392127394676208,0.0006582438945770264,75.71428571428571,0.999299966437476,0.9991068984780993,0.00019306795937674387,0.0004256559269768851
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,0,0.0,layer_11,100.0,0.9045529961585999,0.8847457468509674,0.019807249307632446,52.85714285714286,0.979846578836441,0.97904651761055,0.0008000612258911132,0.01030365526676178
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,2,56,5.0,0,0.0,layer_6,100.0,0.851326584815979,0.8281688392162323,0.023157745599746704,51.42857142857142,0.9695373901299068,0.9689634016581944,0.0005739884717123849,0.011865867035729545
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,5.0,0,0.0,layer_0,75.0,0.9412814825773239,0.9408525824546814,0.0004289001226425171,60.29411764705882,0.9993416842292336,0.9992929022101795,4.8782019054188445e-05,0.00023884107084835276
vit_base_patch16_224,0,cosine,l2_only,position_only,mean_tokens,12,72,4,56,5.0,0,0.0,layer_11,50.0,0.9052944183349609,0.9044263362884521,0.0008680820465087891,36.76470588235294,0.9795690459363601,0.9901368381345973,-0.01056779219823725,-0.004849855075864231
